240,0,41,2,1,0,0,0,0,0,0,0,0,0,0,0
1,252,1,1,0,0,0,0,0,1,0,0,0,0,0,0
18,3,219,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,225,24,0,0,5,0,0,2,0,0,0,0,0
9,0,1,69,185,0,0,3,0,0,0,1,0,0,0,0
0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,242,0,0,24,12,1,0,0,0
0,0,0,0,0,0,0,0,213,22,0,0,1,0,0,0
0,0,0,0,1,0,0,0,33,203,0,3,0,0,0,0
0,0,0,0,0,0,0,6,0,0,171,30,0,0,1,0
0,0,0,0,1,0,0,1,0,3,22,208,4,0,0,1
0,0,0,0,0,0,0,0,2,4,1,7,238,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,274,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
